parent_asin,title,text,rating,retrieval_text,product_title,source
B0779KMWG1,Beautiful Move for the Entire Familia!,"We loved Coco! My husband (Mexican) and I (Caucasian) saw this movie on our date night and were moved to tears. I asked him if the movie was accurate in his opinion of his culture and he said it was. I can't wait till this movie comes out on DVD so we can buy it for our daughter. We loved the story line. Miguel is such a cute kid and REAL.<br /><br />Personal Opinion: Reading some of the lower star reviews really irks me because they do not understand the culture, religion, or concept. If you don't get it, that is fine, but don't base your reviews of the movie based on your own religion/culture. For goodness sake, its a child's film. I'd love to see those people review other Disney movies. Sheesh.",5.0,"Untitled. Beautiful Move for the Entire Familia!. We loved Coco! My husband (Mexican) and I (Caucasian) saw this movie on our date night and were moved to tears. I asked him if the movie was accurate in his opinion of his culture and he said it was. I can't wait till this movie comes out on DVD so we can buy it for our daughter. We loved the story line. Miguel is such a cute kid and REAL.<br /><br />Personal Opinion: Reading some of the lower star reviews really irks me because they do not understand the culture, religion, or concept. If you don't get it, that is fine, but don't base your reviews of the movie based on your own religion/culture. For goodness sake, its a child's film. I'd love to see those people review other Disney movies. Sheesh.",Untitled,review
B0188NQEQ4,Must see!,"I wish there was more! I absolutely loved everything about this miniseries. I wish there were more seasons. The acting, dancing, music, storyline...perfect!",5.0,"Untitled. Must see!. I wish there was more! I absolutely loved everything about this miniseries. I wish there were more seasons. The acting, dancing, music, storyline...perfect!",Untitled,review
B00HMJT5VW,An oldie but a goodie,One of the best movies out there! It's even better watching it now than when I was a young child. Loved it then and love it now.,5.0,Untitled. An oldie but a goodie. One of the best movies out there! It's even better watching it now than when I was a young child. Loved it then and love it now.,Untitled,review
B01KBKKU7G,Four Stars,It was pretty good. Had some pretty comical scenes throughout. A great chick flick.,4.0,Seven Girlfriends. Four Stars. It was pretty good. Had some pretty comical scenes throughout. A great chick flick.,Seven Girlfriends,review
B01489N3YS,"Different, in a good way",I loved this movie. It was so different than anything else out there.,5.0,"Untitled. Different, in a good way. I loved this movie. It was so different than anything else out there.",Untitled,review
B00PSLQYWE,Must watch!,I love this series!,5.0,Untitled. Must watch!. I love this series!,Untitled,review
B003M6SRFO,Love Archer!,Witty. Hilarious. Raunchy. Love Archer!,5.0,Untitled. Love Archer!. Witty. Hilarious. Raunchy. Love Archer!,Untitled,review
B081FJP1YN,Educational American Hx,"We wanted to see this movie when it was up at a movie theater but never made it.  Was so happy that Amazon had this to rent.  Very powerful and well stated on dark matters in the U.S. I highly recommend this  movie, educational and a bit scary as well.",5.0,"Untitled. Educational American Hx. We wanted to see this movie when it was up at a movie theater but never made it. Was so happy that Amazon had this to rent. Very powerful and well stated on dark matters in the U.S. I highly recommend this movie, educational and a bit scary as well.",Untitled,review
B000PIU2A0,battlespace,this item was canceled. . . .no comments,3.0,Battlespace. battlespace. this item was canceled. . . .no comments,Battlespace,review
B00C3JUJDO,Five Stars,really liked this anime. . . .have to get more episodes,5.0,Queen's Blade Rebellion: Complete Collection. Five Stars. really liked this anime. . . .have to get more episodes,Queen's Blade Rebellion: Complete Collection,review
B001QTXM5Y,Five Stars,VERY GOOD MOVIE: WAS LIKED BY ALL WHO SEEN IT,5.0,Watchmen (Director's Cut). Five Stars. VERY GOOD MOVIE: WAS LIKED BY ALL WHO SEEN IT,Watchmen (Director's Cut),review
B000087F7J,Four Stars,"GOOD, THE KIDS LIKED IT. . .",4.0,"X-Men: Evolution - Mutants Rising [DVD]. Four Stars. GOOD, THE KIDS LIKED IT. . .",X-Men: Evolution - Mutants Rising [DVD],review
B000SMNL92,GOOD TO WATCH ONE TIME,CAN GO EITHER WAY ON THIS ONE; GOOD TO WATCH ONE TIME. . .,4.0,Birds of Prey: The Complete Series. GOOD TO WATCH ONE TIME. CAN GO EITHER WAY ON THIS ONE; GOOD TO WATCH ONE TIME. . .,Birds of Prey: The Complete Series,review
B00170LCWC,Five Stars,VERY GOOD - WORTH THE MONEY. . .,5.0,Witchblade: The Complete Series. Five Stars. VERY GOOD - WORTH THE MONEY. . .,Witchblade: The Complete Series,review
B004HI79LO,THIS WAS A GIFT... DID NOT WATCH ...,THIS WAS A GIFT. . . DID NOT WATCH IT. . .,3.0,C.O.P.S. - Volume 1. THIS WAS A GIFT... DID NOT WATCH .... THIS WAS A GIFT. . . DID NOT WATCH IT. . .,C.O.P.S. - Volume 1,review
B0009JE6FM,Two Stars,KIND OF A LOW BUDGET B MOVIE. . .,2.0,Cleopatra 2525 - Complete Series. Two Stars. KIND OF A LOW BUDGET B MOVIE. . .,Cleopatra 2525 - Complete Series,review
B0000WN0XM,Three Stars,THIS WAS ALSO A GIFT. . .DIDN'T WATCH IT. . .,3.0,X-Men: Evolution - Powers Revealed. Three Stars. THIS WAS ALSO A GIFT. . .DIDN'T WATCH IT. . .,X-Men: Evolution - Powers Revealed,review
B001DN0UR6,HE LIKED,THIS WAS A GIFT. . .THE PERSON I GAVE IT TO WAS SATIFIED. . .HE LIKED IT,4.0,Jyu-Oh-Sei: Planet of the Beast King - The Complete Series S.A.V.E.. HE LIKED. THIS WAS A GIFT. . .THE PERSON I GAVE IT TO WAS SATIFIED. . .HE LIKED IT,Jyu-Oh-Sei: Planet of the Beast King - The Complete Series S.A.V.E.,review
B0050I97BU,Five Stars,IF YOU LIKE JAPANESE ANIMATION. . .THIS IS WORTH THE MONEY,5.0,Samurai Girls Complete Collection. Five Stars. IF YOU LIKE JAPANESE ANIMATION. . .THIS IS WORTH THE MONEY,Samurai Girls Complete Collection,review
B001JNNDRY,COLUMBO movie collection,I grew up with this one. couldn't wait week to week to see another episode: really glad I found this  movie collection for my collection,5.0,Columbo: Mystery Movie Collection 1990 [DVD]. COLUMBO movie collection. I grew up with this one. couldn't wait week to week to see another episode: really glad I found this movie collection for my collection,Columbo: Mystery Movie Collection 1990 [DVD],review
B0006GVJE4,FIFTH ELEMENT ultimate edition,one of my classics: This one I and friends can watch over many times: good acting: good sound: bruce willis brings it home,5.0,The Fifth Element (Ultimate Edition). FIFTH ELEMENT ultimate edition. one of my classics: This one I and friends can watch over many times: good acting: good sound: bruce willis brings it home,The Fifth Element (Ultimate Edition),review
B000TSMOEI,BURST ANGEL vol-4,"like watching: haven't gotten though all volumes yet, but I working on it: very entertaining: good older age animation to watch: all volumes are",4.0,"Burst Angel: Hired Gun v.4. BURST ANGEL vol-4. like watching: haven't gotten though all volumes yet, but I working on it: very entertaining: good older age animation to watch: all volumes are",Burst Angel: Hired Gun v.4,review
B000UR9TCI,BURST ANGEL vol-6,"like watching: haven't gotten though all volumes yet, but I working on it: very entertaining: good older age animation to watch: all volumes are",4.0,"Burst Angel - Vol. 6 - Guardian Angel. BURST ANGEL vol-6. like watching: haven't gotten though all volumes yet, but I working on it: very entertaining: good older age animation to watch: all volumes are",Burst Angel - Vol. 6 - Guardian Angel,review
B0007YMWFK,AIRWOLF season 1,really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,5.0,Airwolf: Season 1. AIRWOLF season 1. really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,Airwolf: Season 1,review
B000IONJI8,AIRWOLF season 2,really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,5.0,Airwolf: Season 2. AIRWOLF season 2. really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,Airwolf: Season 2,review
B000N4RAQA,AIRWOLF-season 3,really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,5.0,Airwolf: Season 3. AIRWOLF-season 3. really like this show: watched it when I was younger: I still like it over and over again: I will never get tired of the first three sesons of Airwolf,Airwolf: Season 3,review
B000S76O2I,BURST ANGEL-death's angel v.1,"pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",4.0,"Burst Angel - Death's Angel v.1 [DVD]. BURST ANGEL-death's angel v.1. pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",Burst Angel - Death's Angel v.1 [DVD],review
B0009MAO82,BURST ANGEL VOLUME THREE,"pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",4.0,"Burst Angel, Vol. 3: East Meets West. BURST ANGEL VOLUME THREE. pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there","Burst Angel, Vol. 3: East Meets West",review
B000S76O2S,BURST ANGEL VOLUME TWO,"pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",4.0,"Burst Angel: Volume Two - A New Tokyo. BURST ANGEL VOLUME TWO. pretty cool to watch: different for me, but I like it: haven't seen all volumes yet, but I'm getting there",Burst Angel: Volume Two - A New Tokyo,review
B0002V7TYW,X-MEN EVOLUTION-myst,another gift item for friends kids: they like it: can keep them entertained and out of trouble for a while,3.0,X-Men: Evolution - Mystique's Revenge. X-MEN EVOLUTION-myst. another gift item for friends kids: they like it: can keep them entertained and out of trouble for a while,X-Men: Evolution - Mystique's Revenge,review
B0001Z4P3M,X-MEN EVOLUTION-enimies unveiled,this was a gift I picked up for a friends kids: they enjoy it very much each time they watch it,3.0,X-Men: Evolution - Enemies Unveiled. X-MEN EVOLUTION-enimies unveiled. this was a gift I picked up for a friends kids: they enjoy it very much each time they watch it,X-Men: Evolution - Enemies Unveiled,review
B000NVT0PC,BLUE SUBMARINE,this was a replacement movie for a friend: somewhere their's got misplaced: gave to them as a gift:they were happy to have it again,3.0,Blue Submarine No. 6: Anime Legends Complete Collection [DVD]. BLUE SUBMARINE. this was a replacement movie for a friend: somewhere their's got misplaced: gave to them as a gift:they were happy to have it again,Blue Submarine No. 6: Anime Legends Complete Collection [DVD],review
B000TLTCU4,Angel,didn't get to see all the episodes when it aired on tv; glad I found this pak; i can finish the season out now,4.0,Angel: The Complete Series (Collector's Set) [DVD]. Angel. didn't get to see all the episodes when it aired on tv; glad I found this pak; i can finish the season out now,Angel: The Complete Series (Collector's Set) [DVD],review
B0024FAD7Y,NEW KNIGHT RIDER,It's okay. . .Alittle different than the old series; the mustang is a pretty cool change; watched a few episodes; not to disapointed yet; going to go ahead and finish the season,3.0,Knight Rider - Season One [DVD]. NEW KNIGHT RIDER. It's okay. . .Alittle different than the old series; the mustang is a pretty cool change; watched a few episodes; not to disapointed yet; going to go ahead and finish the season,Knight Rider - Season One [DVD],review
B004RA7XZE,BRAVESTAR,"We are grown up, but there's still that little kid in use that comes out; I really enjoyed watching Bravestar as a youth, and I enjoy watching it now as a man. . .Glad I found it. . .",5.0,"Bravestarr - The Complete Series - 65 Episode Collection. BRAVESTAR. We are grown up, but there's still that little kid in use that comes out; I really enjoyed watching Bravestar as a youth, and I enjoy watching it now as a man. . .Glad I found it. . .",Bravestarr - The Complete Series - 65 Episode Collection,review
B0162LLCA2,kept me on the edge of my seat,Full of action. Great acting!,5.0,Untitled. kept me on the edge of my seat. Full of action. Great acting!,Untitled,review
B01M0S0C8M,Ok love story,A bit slow and an unsatisfying ending,3.0,Still Mine. Ok love story. A bit slow and an unsatisfying ending,Still Mine,review
B08Y5PJ2T1,Horrible Movie,I think I could have written a better script. Sorry I wasted my time.,1.0,Untitled. Horrible Movie. I think I could have written a better script. Sorry I wasted my time.,Untitled,review
B001JV5BF8,Great movie IMO,"This is a fun, colorful, entertaining movie. Costuming is beautiful. Sets are innovative.<br />Going from Kansas to NYC works. This is beyond a &#34;BLACK MOVIE&#34;, IMO&#62;.",4.0,"The Wiz. Great movie IMO. This is a fun, colorful, entertaining movie. Costuming is beautiful. Sets are innovative.<br />Going from Kansas to NYC works. This is beyond a &#34;BLACK MOVIE&#34;, IMO&#62;.",The Wiz,review
6305168857,One of my favorite movies,"This , in my opinion is the best Mel Brooks movie. I have watched it numerous times and never seem to get tired of seeing it.",5.0,"Young Frankenstein (Special Edition). One of my favorite movies. This , in my opinion is the best Mel Brooks movie. I have watched it numerous times and never seem to get tired of seeing it.",Young Frankenstein (Special Edition),review
B07QKVVKQH,Wow - the high definition Bluray is impressive.,I loved this show as a kid.  Glad to have it to add to my collection.  It is amazing the details that you can see now with the HD version.,5.0,Space: 1999 - The Complete Series. Wow - the high definition Bluray is impressive.. I loved this show as a kid. Glad to have it to add to my collection. It is amazing the details that you can see now with the HD version.,Space: 1999 - The Complete Series,review
B00G2TAAVM,TRASH,A movie based solely on INCEST. Storyline is garbage and the actors were terrible.,1.0,How I Live Now. TRASH. A movie based solely on INCEST. Storyline is garbage and the actors were terrible.,How I Live Now,review
B09JCCTWQG,Really enjoyed it,Decent storyline and just the right amount of weird. Let's not forget an amazing cast!,4.0,Untitled. Really enjoyed it. Decent storyline and just the right amount of weird. Let's not forget an amazing cast!,Untitled,review
B08JG63WP8,"unpretentious, fun, classic stoner comedy",ensemble cast<br /><br />an underrated gem<br /><br />my sympathies for every dude that missed it back in the day,5.0,"Untitled. unpretentious, fun, classic stoner comedy. ensemble cast<br /><br />an underrated gem<br /><br />my sympathies for every dude that missed it back in the day",Untitled,review
B094WZGRB4,we have now acquired missing supplemental materials,"with no dvd we left wondering ""where supplemental materials are?""<br /><br />now thanks to mighty lord jeff bezos we have them in glorious 480p<br /><br />chinquee",5.0,"Untitled. we have now acquired missing supplemental materials. with no dvd we left wondering ""where supplemental materials are?""<br /><br />now thanks to mighty lord jeff bezos we have them in glorious 480p<br /><br />chinquee",Untitled,review
B003PIUC02,number 2 in the series and its a good one - love this series,number 2 in the series and its a good one - love this series! I will be watching over and over for sure,5.0,Spartacus: Blood and Sand: Season 1 [Blu-ray]. number 2 in the series and its a good one - love this series. number 2 in the series and its a good one - love this series! I will be watching over and over for sure,Spartacus: Blood and Sand: Season 1 [Blu-ray],review
B0072OFOM6,... too - #1 & #2 are by far the best but with a new character to follow its good ...,number 3 in the series and about that ranking too - #1 & #2 are by far the best but with a new character to follow its good to see him grow and develop the part,3.0,Spartacus: Vengeance: Season 2. ... too - #1 & #2 are by far the best but with a new character to follow its good .... number 3 in the series and about that ranking too - #1 & #2 are by far the best but with a new character to follow its good to see him grow and develop the part,Spartacus: Vengeance: Season 2,review
B00B52FDXQ,... 4 in the series - and def not the best of them all,number 4 in the series - and def not the best of them all... mostly fighting for the whole season but good ending,3.0,Spartacus: War of the Damned [Blu-ray]. ... 4 in the series - and def not the best of them all. number 4 in the series - and def not the best of them all... mostly fighting for the whole season but good ending,Spartacus: War of the Damned [Blu-ray],review
B00RSGIVVO,Five Stars,Loved it,5.0,Untitled. Five Stars. Loved it,Untitled,review
B008Y5NPUU,Ouch,Painful to watch. But entertained my 5 year old.,1.0,Untitled. Ouch. Painful to watch. But entertained my 5 year old.,Untitled,review
B0049M7BES,Good movie.  Ok product.,Classic movie. But I didn't get to finish the whole movie though since it had some sort of problem where it wouldn't read and it would kick me back to my home screen.  Its definitely an issue with the blu-ray disk because I've continued to watch movies with the same player for about a month now and had no problems.,2.0,The Princess Bride [Blu-ray]. Good movie. Ok product.. Classic movie. But I didn't get to finish the whole movie though since it had some sort of problem where it wouldn't read and it would kick me back to my home screen. Its definitely an issue with the blu-ray disk because I've continued to watch movies with the same player for about a month now and had no problems.,The Princess Bride [Blu-ray],review
B00BBJZHIY,Four Stars,Funny and obsevent for his time!,4.0,Untitled. Four Stars. Funny and obsevent for his time!,Untitled,review
B018GTUWPO,Four Stars,very entertaining...,4.0,Untitled. Four Stars. very entertaining...,Untitled,review
B018HJ03UC,Five Stars,Excellent!!!,5.0,The Martian. Five Stars. Excellent!!!,The Martian,review
B082GWW3WG,BORING BORING BORING,watched it all because of Elizabeth Taylor..... waste of time.,1.0,Untitled. BORING BORING BORING. watched it all because of Elizabeth Taylor..... waste of time.,Untitled,review
B019C6X2RK,It runs her whole look,Elizabeth in season 1 of when comes the hearts hair looked beautiful... what has the show done to it?? That wig she wears is hideous.. I'm sorry...,4.0,When Calls the Heart: Season 1. It runs her whole look. Elizabeth in season 1 of when comes the hearts hair looked beautiful... what has the show done to it?? That wig she wears is hideous.. I'm sorry...,When Calls the Heart: Season 1,review
B006ZL1P84,Great episodes.,Arrived in good time and packed well.  Enjoyed the episodes I have watched.,5.0,The Virginian: Season 1. Great episodes.. Arrived in good time and packed well. Enjoyed the episodes I have watched.,The Virginian: Season 1,review
1620336030,The DVD arrived in great time.,I purchased this DVD to help prepare me to take a workshop on Rep Weave by Rosalie Neilson. The DVD is now going to help me remember what I learned and help me to improve my technique. Well worth having as a resource.,5.0,Weaving Rep. The DVD arrived in great time.. I purchased this DVD to help prepare me to take a workshop on Rep Weave by Rosalie Neilson. The DVD is now going to help me remember what I learned and help me to improve my technique. Well worth having as a resource.,Weaving Rep,review
1632505991,Tom gives great clear easy to follow directions on warping a loom,This is a must for the new weaver. Tom gives great clear easy to follow directions on warping a loom. Great reference material.,5.0,Learn to Weave - Making Good Cloth on a Multi-Shaft Loom. Tom gives great clear easy to follow directions on warping a loom. This is a must for the new weaver. Tom gives great clear easy to follow directions on warping a loom. Great reference material.,Learn to Weave - Making Good Cloth on a Multi-Shaft Loom,review
1596686502,Tom has a way of providing good instruction in a manner that is easy to follow,I am a big fan of Tom Knisley. I found the DVD very informative. Tom has a way of providing good instruction in a manner that is easy to follow. Good explanation of the parts of the loom to how to clean and take care  of a loom. Included descriptions of differences between looms. Will be a great resource.,5.0,The Loom Owner's Companion: Know and Love Your Loom!. Tom has a way of providing good instruction in a manner that is easy to follow. I am a big fan of Tom Knisley. I found the DVD very informative. Tom has a way of providing good instruction in a manner that is easy to follow. Good explanation of the parts of the loom to how to clean and take care of a loom. Included descriptions of differences between looms. Will be a great resource.,The Loom Owner's Companion: Know and Love Your Loom!,review
B0085F78I4,"Hmmm, Something to Ponder Upon",LA's movies are really interesting and makes you think &#34;could this be true?&#34; I wonder how much more interesting research he will come up with and explore for the fans.,5.0,"Untitled. Hmmm, Something to Ponder Upon. LA's movies are really interesting and makes you think &#34;could this be true?&#34; I wonder how much more interesting research he will come up with and explore for the fans.",Untitled,review
B008X0TMRG,Thought Provocking,"I loved this video, it had many answers to some of the questions that I was looking for. However, I wished it had more research offered. Loved it!!",5.0,"Watchers 4. Thought Provocking. I loved this video, it had many answers to some of the questions that I was looking for. However, I wished it had more research offered. Loved it!!",Watchers 4,review
B00E1LQEFE,Great factual movie!,"I thought this was one of the best films I have seen in a long time. Acting was wonderful (don't believe the other reviewers) and I thought the directing was superb. If you enjoy fact based movies, this is one that should not be missed. No small wonder it won at the Sundance Film festival last year. Great, great movie. Buy it and watch it with your high school/ college age kids!",5.0,"Fruitvale Station. Great factual movie!. I thought this was one of the best films I have seen in a long time. Acting was wonderful (don't believe the other reviewers) and I thought the directing was superb. If you enjoy fact based movies, this is one that should not be missed. No small wonder it won at the Sundance Film festival last year. Great, great movie. Buy it and watch it with your high school/ college age kids!",Fruitvale Station,review
B004XH9X4A,Surprisingly good,"Although a little biased (as told from the Palestinian persepective of a child), this was a heartfelt story which really hit home for me. I have a son in the military and I kept thinking of the impacts the military (both ours and the Palestinian) have on the innocents. It is sad what war can do. I rated this as only 4 stars because, athough the acting was wonderful and the photography was spectacular, it really only displays one side of the conflict. No one shows the rest.",4.0,"Miral. Surprisingly good. Although a little biased (as told from the Palestinian persepective of a child), this was a heartfelt story which really hit home for me. I have a son in the military and I kept thinking of the impacts the military (both ours and the Palestinian) have on the innocents. It is sad what war can do. I rated this as only 4 stars because, athough the acting was wonderful and the photography was spectacular, it really only displays one side of the conflict. No one shows the rest.",Miral,review
B002Q8W2W8,Really much funnier and entertaining than I expected,"I was a little leery about chosing this DVD thinking it would be a little too mild to be funny. But I actually found myself laughing at most of the comedians (most of whom I had never seen before). I would recommend this to anyone who is tired of dirty talking, nasty comedians and is looking for an alternative entertainment format. I loved this, will definitely be looking into prior releases to purchase for my collection.",4.0,"Thou Shalt Laugh 4. Really much funnier and entertaining than I expected. I was a little leery about chosing this DVD thinking it would be a little too mild to be funny. But I actually found myself laughing at most of the comedians (most of whom I had never seen before). I would recommend this to anyone who is tired of dirty talking, nasty comedians and is looking for an alternative entertainment format. I loved this, will definitely be looking into prior releases to purchase for my collection.",Thou Shalt Laugh 4,review
